input position,input joint,output joint
"(-1.08, -1.0)","(-3.23, 1.55)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.12, 1.47)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.16, 1.5)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.05, 1.51)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.06, 1.52)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.24, 1.4)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.15, 1.46)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.17, 1.44)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.04, 1.43)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.14, 1.57)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.22, 1.55)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.22, 1.43)","(-3.14, 1.49)"
"(-1.08, -1.0)","(-3.06, 1.53)","(-3.14, 1.49)"
"(-0.75, -0.97)","(-3.09, 1.82)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.18, 1.82)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.08, 1.91)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.18, 1.87)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.23, 1.87)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.1, 1.75)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.08, 1.78)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.1, 1.88)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.08, 1.79)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.18, 1.8)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.13, 1.74)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.09, 1.82)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.18, 1.79)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.14, 1.75)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.16, 1.86)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.08, 1.73)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.16, 1.72)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.18, 1.91)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.17, 1.81)","(-3.14, 1.82)"
"(-0.75, -0.97)","(-3.14, 1.76)","(-3.14, 1.82)"
"(-0.45, -0.84)","(-3.2, 2.22)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.18, 2.12)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.06, 2.05)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.15, 2.22)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.17, 2.2)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.09, 2.08)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.1, 2.22)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.19, 2.06)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.24, 2.2)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.15, 2.24)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.13, 2.23)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.12, 2.21)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.05, 2.12)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.06, 2.15)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.16, 2.06)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.1, 2.17)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.12, 2.25)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.24, 2.17)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.07, 2.13)","(-3.14, 2.15)"
"(-0.45, -0.84)","(-3.17, 2.15)","(-3.14, 2.15)"
"(-0.21, -0.61)","(-3.18, 2.51)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.07, 2.44)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.13, 2.58)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.15, 2.44)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.1, 2.42)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.09, 2.49)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.09, 2.57)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.16, 2.48)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.04, 2.41)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.18, 2.57)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.15, 2.51)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.14, 2.48)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.14, 2.57)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.09, 2.39)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.06, 2.54)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.09, 2.4)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.13, 2.55)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.05, 2.39)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.13, 2.54)","(-3.14, 2.48)"
"(-0.21, -0.61)","(-3.2, 2.57)","(-3.14, 2.48)"
"(-0.05, -0.32)","(-3.14, 2.88)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.23, 2.8)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.13, 2.78)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.19, 2.86)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.12, 2.8)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.12, 2.91)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.13, 2.8)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.06, 2.85)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.12, 2.82)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.08, 2.78)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.08, 2.78)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.13, 2.73)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.11, 2.83)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.18, 2.73)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.14, 2.8)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.07, 2.77)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.22, 2.78)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.06, 2.73)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.16, 2.83)","(-3.14, 2.81)"
"(-0.05, -0.32)","(-3.06, 2.84)","(-3.14, 2.81)"
"(0.0, -0.0)","(-3.14, 3.09)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.15, 3.1)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.19, 3.05)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.24, 3.15)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.1, 3.12)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.2, 3.24)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.05, 3.05)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.06, 3.06)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.2, 3.22)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.06, 3.17)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.1, 3.1)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.1, 3.06)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.12, 3.06)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.2, 3.16)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.21, 3.24)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.13, 3.13)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.04, 3.23)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.23, 3.18)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.15, 3.08)","(-3.14, 3.14)"
"(0.0, -0.0)","(-3.13, 3.13)","(-3.14, 3.14)"
"(0.0, 0.0)","(-2.85, -3.2)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.89, -3.11)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.77, -3.1)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.78, -3.06)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.72, -3.2)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.78, -3.14)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.73, -3.1)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.72, -3.16)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.74, -3.19)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.83, -3.13)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.87, -3.06)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.88, -3.23)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.86, -3.18)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.91, -3.08)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.8, -3.11)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.81, -3.14)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.73, -3.17)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.76, -3.06)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.72, -3.15)","(-2.81, -3.14)"
"(0.0, 0.0)","(-2.77, -3.23)","(-2.81, -3.14)"
"(-0.16, 0.29)","(-2.88, -2.83)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.77, -2.76)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.84, -2.77)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.74, -2.83)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.82, -2.75)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.79, -2.78)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.86, -2.84)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.76, -2.78)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.76, -2.8)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.8, -2.85)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.89, -2.79)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.91, -2.82)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.83, -2.77)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.85, -2.85)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.88, -2.75)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.72, -2.89)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.78, -2.85)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.74, -2.9)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.82, -2.86)","(-2.81, -2.81)"
"(-0.16, 0.29)","(-2.82, -2.75)","(-2.81, -2.81)"
"(-0.4, 0.51)","(-2.81, -2.54)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.75, -2.46)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.72, -2.42)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.8, -2.55)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.75, -2.44)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.86, -2.46)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.88, -2.51)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.73, -2.54)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.79, -2.43)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.81, -2.41)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.88, -2.55)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.9, -2.57)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.8, -2.41)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.87, -2.56)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.83, -2.5)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.84, -2.58)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.74, -2.52)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.72, -2.54)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.84, -2.41)","(-2.81, -2.48)"
"(-0.4, 0.51)","(-2.9, -2.49)","(-2.81, -2.48)"
"(-0.7, 0.64)","(-2.74, -2.2)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.9, -2.08)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.79, -2.1)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.73, -2.1)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.89, -2.08)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.74, -2.25)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.83, -2.07)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.76, -2.19)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.79, -2.12)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.9, -2.09)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.73, -2.19)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.82, -2.22)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.74, -2.22)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.78, -2.05)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.82, -2.09)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.86, -2.05)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.82, -2.18)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.86, -2.25)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.9, -2.07)","(-2.81, -2.15)"
"(-0.7, 0.64)","(-2.78, -2.15)","(-2.81, -2.15)"
"(-1.03, 0.67)","(-2.87, -1.88)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.88, -1.86)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.81, -1.88)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.76, -1.83)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.8, -1.83)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.72, -1.79)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.84, -1.82)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.87, -1.75)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.75, -1.86)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.74, -1.83)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.8, -1.76)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.88, -1.8)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.84, -1.83)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.76, -1.91)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.78, -1.86)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.91, -1.75)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.8, -1.79)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.85, -1.9)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.78, -1.74)","(-2.81, -1.82)"
"(-1.03, 0.67)","(-2.78, -1.83)","(-2.81, -1.82)"
"(-1.35, 0.59)","(-2.84, -1.42)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.86, -1.46)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.85, -1.58)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.85, -1.58)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.79, -1.48)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.76, -1.58)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.84, -1.45)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.88, -1.4)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.86, -1.39)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.86, -1.58)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.76, -1.57)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.78, -1.43)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.78, -1.49)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.72, -1.48)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.75, -1.42)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.9, -1.41)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.77, -1.53)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.86, -1.43)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.84, -1.54)","(-2.81, -1.49)"
"(-1.35, 0.59)","(-2.9, -1.39)","(-2.81, -1.49)"
"(-1.62, 0.41)","(-2.76, -1.21)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.83, -1.25)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.76, -1.18)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.85, -1.2)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.86, -1.11)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.75, -1.08)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.88, -1.13)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.73, -1.08)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.78, -1.09)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.73, -1.25)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.78, -1.13)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.86, -1.15)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.87, -1.11)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.77, -1.22)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.75, -1.18)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.73, -1.07)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.9, -1.21)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.8, -1.16)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.72, -1.17)","(-2.81, -1.16)"
"(-1.62, 0.41)","(-2.77, -1.2)","(-2.81, -1.16)"
"(-1.83, 0.15)","(-2.72, -0.88)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.77, -0.83)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.89, -0.84)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.74, -0.74)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.84, -0.83)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.77, -0.75)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.84, -0.77)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.76, -0.84)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.88, -0.8)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.79, -0.73)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.75, -0.82)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.82, -0.9)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.9, -0.78)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.73, -0.91)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.8, -0.88)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.88, -0.76)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.78, -0.74)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.76, -0.74)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.89, -0.78)","(-2.81, -0.83)"
"(-1.83, 0.15)","(-2.86, -0.86)","(-2.81, -0.83)"
"(-1.93, -0.16)","(-2.86, -0.53)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.83, -0.44)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.72, -0.6)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.79, -0.5)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.88, -0.59)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.86, -0.46)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.8, -0.45)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.79, -0.52)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.82, -0.4)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.84, -0.41)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.9, -0.4)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.91, -0.58)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.85, -0.4)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.88, -0.59)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.85, -0.46)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.72, -0.41)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.74, -0.51)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.78, -0.51)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.82, -0.53)","(-2.81, -0.5)"
"(-1.93, -0.16)","(-2.74, -0.5)","(-2.81, -0.5)"
"(-1.93, -0.49)","(-2.85, -0.19)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.8, -0.13)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.8, -0.23)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.89, -0.18)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.87, -0.19)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.82, -0.16)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.75, -0.24)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.74, -0.13)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.87, -0.15)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.71, -0.24)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.79, -0.15)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.8, -0.24)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.77, -0.14)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.87, -0.26)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.84, -0.25)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.88, -0.18)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.72, -0.15)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.88, -0.24)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.76, -0.08)","(-2.81, -0.17)"
"(-1.93, -0.49)","(-2.86, -0.09)","(-2.81, -0.17)"
"(-1.83, -0.8)","(-2.75, 0.21)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.88, 0.18)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.87, 0.08)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.8, 0.09)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.89, 0.09)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.87, 0.09)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.8, 0.12)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.76, 0.08)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.86, 0.17)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.85, 0.2)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.88, 0.19)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.77, 0.17)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.88, 0.12)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.87, 0.14)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.79, 0.16)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.77, 0.07)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.91, 0.16)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.74, 0.13)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.85, 0.2)","(-2.81, 0.17)"
"(-1.83, -0.8)","(-2.86, 0.13)","(-2.81, 0.17)"
"(-1.62, -1.06)","(-2.73, 0.57)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.83, 0.46)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.9, 0.58)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.89, 0.47)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.81, 0.47)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.88, 0.58)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.9, 0.59)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.88, 0.41)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.87, 0.57)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.9, 0.53)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.85, 0.52)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.79, 0.48)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.87, 0.47)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.88, 0.57)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.84, 0.53)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.75, 0.58)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.89, 0.45)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.73, 0.47)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.83, 0.47)","(-2.81, 0.5)"
"(-1.62, -1.06)","(-2.81, 0.54)","(-2.81, 0.5)"
"(-1.35, -1.24)","(-2.82, 0.88)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.87, 0.74)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.81, 0.9)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.9, 0.91)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.9, 0.78)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.85, 0.83)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.83, 0.76)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.72, 0.8)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.76, 0.91)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.75, 0.92)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.8, 0.87)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.81, 0.87)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.76, 0.81)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.87, 0.77)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.8, 0.76)","(-2.81, 0.83)"
"(-1.35, -1.24)","(-2.75, 0.87)","(-2.81, 0.83)"
